-5.0347075462	6.0104250908	n	n	how is your mood	how has your mood been lately	mood	background	how has your background been lately	False	0.0814287797
-5.0347075462	6.0104250908	n	n	how is your mood	how has your mood been lately	mood	background	how has your background been lately	False	0.0814287797
-3.9021024704	4.8751711845	n	n	how long have you had the pain	how long has your back been hurting	hurting	trying	how long has your back been trying	False	-0.1206912963
-3.8599226475	4.607861042	n	n	how is your mood	how has your mood been	mood	background	how has your background been	False	-1.11022302462516E-16
-3.8599226475	4.607861042	n	n	how is your mood	how has your mood been	mood	background	how has your background been	False	-1.11022302462516E-16
-3.8116285801	4.7925076485	n	n	how long have you had the pain	how long has your back been hurting	hurting	getting	how long has your back been getting	False	-0.1457897571
-3.3973186016	4.246679306	n	n	how long have you had the pain	how long has your back been hurting	hurting	letting	how long has your back been letting	False	-0.0917708477
-2.6706318855	4.1125893593	n	y	how long have you had the pain	how long have you been experiencing back pain	experiencing	seeing	how long have you been seeing back pain	False	-0.0860519816
-2.6028351784	3.8140957355	n	n	how long have you had the pain	how long has your back pain been bothering you	bothering	complaining	how long has your back pain been complaining you	False	-0.0857229704
-2.5182144642	4.6412205696	n	n	when was the last time you had intercourse	when was your last sexual partner	partner	work	when was your last sexual work	False	-0.0388303497
-2.4170312881	3.1381242275	n	n	how is your diet	tell me about your diet	tell	explain	explain me about your diet	False	-0.0196898454
-2.3765218258	3.9670622349	n	n	when was the last time you had intercourse	when was your last sexual partner	last	old	when was your old sexual partner	False	-0.0142411407
-2.3690447807	3.4363954067	n	n	is the pain improving	has it been getting worse since then	since	because	has it been getting worse because then	False	-0.0508323074
-2.3603701591	2.6800017357	y	y	how frequent is the pain	how often do you experience the pain	experience	feel	how often do you feel the pain	False	-0.0096324254
-2.3564896584	3.7925729752	n	n	has the pain become worse or better	has it gotten better or worse since then	since	because	has it gotten better or worse because then	False	-0.076352284
-2.1526246071	3.7494330406	y	y	when was the last time you had intercourse	when was your last sexual partner	partner	contact	when was your last sexual contact	False	-0.0451164684
-2.1526246071	3.7494330406	n	n	when was the last time you had intercourse	when was your last sexual partner	partner	husband	when was your last sexual husband	False	-0.0313126465
-2.1526246071	3.7494330406	y	n	when was the last time you had intercourse	when was your last sexual partner	partner	engagement	when was your last sexual engagement	False	-0.0255556494
-2.1526246071	3.7494330406	n	n	when was the last time you had intercourse	when was your last sexual partner	partner	combination	when was your last sexual combination	False	-0.0239545007
-2.1526246071	3.7494330406	n	n	when was the last time you had intercourse	when was your last sexual partner	partner	business	when was your last sexual business	False	-0.0150664323
-2.1526246071	3.7494330406	n	n	when was the last time you had intercourse	when was your last sexual partner	partner	wife	when was your last sexual wife	False	-0.0092489014
-2.1526246071	3.7494330406	n	n	when was the last time you had intercourse	when was your last sexual encounter	encounter	fight	when was your last sexual fight	False	-0.0017592734
-2.1526246071	3.7494330406	n	n	when was the last time you had intercourse	when was your last sexual partner	partner	relative	when was your last sexual relative	False	-0.0007200968
-2.1526246071	3.7494330406	n	n	when was the last time you had intercourse	when was your last sexual partner	partner	dialogue	when was your last sexual dialogue	False	0.0068251964
-2.1526246071	3.7494330406	n	n	when was the last time you had intercourse	when was your last sexual encounter	encounter	argument	when was your last sexual argument	False	0.0138304534
-2.1526246071	3.7494330406	n	p	when was the last time you had intercourse	when was your last sexual partner	partner	collaboration	when was your last sexual collaboration	False	0.019674631
-2.1481940746	2.9933226109	n	n	how long have you had the pain	how long has your back pain been bothering you	bothering	suffering	how long has your back pain been suffering you	False	-0.1206701564
-2.1072363853	4.6785092354	n	p	has the pain become worse or better	has your pain gotten better or worse over time	gotten	get	has your pain get better or worse over time	False	-0.0152514064
-2.096776247	3.8361504078	n	p	has the pain become worse or better	has the pain gotten any better	gotten	get	has the pain get any better	False	-0.0167080513
-1.9321539402	3.0656652451	n	n	how is your diet	tell me about your diet	tell	know	know me about your diet	False	-0.0281357182
-1.8716421127	2.5266501904	n	n	does the frequent urination keep you up at night	does the pain worsen at night	worsen	worsening	does the pain worsening at night	False	-0.0163758997
-1.6544053555	2.1774706841	y	y	how frequent is the pain	how often do you experience the pain	experience	suffer	how often do you suffer the pain	False	-0.009278769
-1.6341364384	1.8607565165	n	n	what is your religious preference	do you go to church	church	perform	do you go to perform	False	-0.0881728017
-1.5443845987	2.0570013523	n	n	what is your religious preference	are you a spiritual person	person	expression	are you a spiritual expression	False	-0.0378715401
-1.5357775688	2.6629531384	n	p	how is your mood	how has your mood been	mood	feeling	how has your feeling been	False	-1.11022302462516E-16
-1.5357775688	2.6629531384	n	p	how is your mood	how has your mood been	mood	feeling	how has your feeling been	False	-1.11022302462516E-16
-1.500872612	3.3424575329	y	y	has the pain stopped you from doing anything	does the pain impair you in your life	impair	affect	does the pain affect you in your life	False	-0.1157477005
-1.4610116482	2.9282710552	n	n	what concerns you about the pain	does it bother you at specific locations or times	bother	sure	does it sure you at specific locations or times	False	-0.1355131752
-1.4551529884	2.9822843075	n	n	what is your religious preference	are you a spiritual person	person	life	are you a spiritual life	True	-0.0580962766
-1.426107645	2.4369235039	n	n	how is your diet	tell me about your diet	tell	give	give me about your diet	False	-0.022236349
-1.4207434654	2.9169003963	n	n	what concerns you about the pain	does it bother you at specific locations or times	bother	know	does it know you at specific locations or times	False	-0.1318241952
-1.3483220339	2.7951209545	n	n	how old are your parents	how old are your parents	parents	grandparents	how old are your grandparents	False	0.0427307131
-1.2966723442	2.8679077625	n	n	does the pain interfere with work	how long has this been affecting your work performace	performace	tony	how long has this been affecting your work tony	False	-0.3337760142
-1.2966723442	2.8679077625	n	n	does the pain interfere with work	how long has this been affecting your work performace	performace	tommy	how long has this been affecting your work tommy	False	-0.2872714223
-1.2966723442	2.8679077625	n	n	does the pain interfere with work	how long has this been affecting your work performace	performace	bobby	how long has this been affecting your work bobby	False	-0.2741151609
-1.2966723442	2.8679077625	n	n	does the pain interfere with work	how long has this been affecting your work performace	performace	danny	how long has this been affecting your work danny	False	-0.2715762528
-1.2966723442	2.8679077625	n	n	does the pain interfere with work	how long has this been affecting your work performace	performace	kenny	how long has this been affecting your work kenny	False	-0.2514635239
-1.2966723442	2.8679077625	n	n	does the pain interfere with work	how long has this been affecting your work performace	performace	ricky	how long has this been affecting your work ricky	False	-0.2425348238
-1.2556312084	2.1824359894	n	n	how is your diet	tell me about your diet	tell	add	add me about your diet	False	-0.0684671334
-1.2556312084	2.1824359894	n	p	how is your diet	tell me about your diet	tell	answer	answer me about your diet	False	-0.0099051853
-1.1821905375	1.7729190588	n	n	what is your religious preference	are you a spiritual person	spiritual	mental	are you a mental person	False	-0.0268019019
-1.0857518911	2.2634568214	n	n	does the frequent urination keep you up at night	does the pain worsen at night	worsen	suffer	does the pain suffer at night	False	-0.1236410177
-1.0855574608	2.3737270832	n	n	when was the last time you had intercourse	when is the last time you had sex	last	old	when is the old time you had sex	False	0.0192476413
-1.0116676092	1.3326810598	n	n	how far did you get in school	do you go to school	go	follow	do you follow to school	False	-0.0033776697
-1.0116676092	1.3326810598	n	n	what is your religious preference	do you go to church	go	follow	do you follow to church	False	-0.0528108265
-1.0108952522	2.0015189648	n	n	have you had back injury before	any history of back injury	injury	loss	any history of back loss	False	-0.0140589642
-1.0108952522	2.0015189648	n	n	have you had back injury before	any history of back injury	injury	victim	any history of back victim	False	0.0106156562
-1.0108952522	2.0015189648	n	p	have you had back injury before	any history of back injury	injury	wound	any history of back wound	False	0.0122289152
-1.0108952522	2.0015189648	n	n	have you had back injury before	any history of back injury	injury	knee	any history of back knee	False	0.0235371608
-1.0040537119	2.9318959713	y	y	when was the last time you had intercourse	when was your last sexual encounter	last	past	when was your past sexual encounter	False	-0.0353375506
-1.0040537119	2.9318959713	n	n	when was the last time you had intercourse	when was your last sexual partner	last	past	when was your past sexual partner	False	-0.0146433818
-0.942133069	2.3316755295	n	n	how old are your parents	how old are your parents	parents	children	how old are your children	False	0.0115693229
-0.9339020848	2.8439290524	n	n	any heart problems in your family	is there a history of heart problems in your family	heart	center	is there a history of center problems in your family	False	0.038124948
-0.9247227907	2.2578220367	y	y	how is your mood	how has your mood been lately	mood	emotion	how has your emotion been lately	False	0.0410056433
-0.9247227907	2.2578220367	n	n	how is your mood	how has your mood been lately	mood	somber	how has your somber been lately	False	0.0743925175
-0.9247227907	2.2578220367	y	y	how is your mood	how has your mood been lately	mood	vibe	how has your vibe been lately	False	0.0862567112
-0.9247227907	2.2578220367	n	n	how is your mood	how has your mood been lately	mood	climate	how has your climate been lately	False	0.0991451986
-0.9247227907	2.2578220367	n	n	how is your mood	how has your mood been lately	mood	environment	how has your environment been lately	False	0.1026529905
-0.9247227907	2.2578220367	n	n	how is your mood	how has your mood been lately	mood	ambience	how has your ambience been lately	False	0.128909539
-0.9247227907	2.2578220367	n	n	how is your mood	how has your mood been lately	mood	ambiance	how has your ambiance been lately	False	0.1589300575
-0.9247227907	2.2578220367	n	n	how is your mood	how has your mood been lately	mood	ambient	how has your ambient been lately	False	0.1794961849
-0.9247227907	2.2578220367	n	n	how is your mood	how has your mood been lately	mood	sulk	how has your sulk been lately	False	0.1854314231
-0.9247227907	2.2578220367	n	n	how is your mood	how has your mood been lately	mood	peeve	how has your peeve been lately	False	0.3203495196
-0.9247227907	2.2578220367	n	n	how is your mood	how has your mood been lately	mood	good_humor	how has your good_humor been lately	False	0.5996499349
-0.9247227907	2.2578220367	n	n	how is your mood	how has your mood been lately	mood	ill_humor	how has your ill_humor been lately	False	0.5996499349
-0.9247227907	2.2578220367	y	y	how is your mood	how has your mood been lately	mood	emotion	how has your emotion been lately	False	0.0410056433
-0.9247227907	2.2578220367	n	n	how is your mood	how has your mood been lately	mood	somber	how has your somber been lately	False	0.0743925175
-0.9247227907	2.2578220367	y	y	how is your mood	how has your mood been lately	mood	vibe	how has your vibe been lately	False	0.0862567112
-0.9247227907	2.2578220367	n	n	how is your mood	how has your mood been lately	mood	climate	how has your climate been lately	False	0.0991451986
-0.9177717566	1.5228805542	y	y	what pills did you take	what other medications have you taken	taken	tried	what other medications have you tried	False	0.0522862737
-0.9148404002	2.4062645435	n	y	what concerns you about the pain	does it bother you at specific locations or times	bother	worry	does it worry you at specific locations or times	False	-0.0791073565
-0.9124349952	2.1218116283	n	n	any heart problems in your family	is there a history of heart problems in your family	problems	lives	is there a history of heart lives in your family	False	-0.0388252354
-0.8841462731	2.3750796318	n	n	how old are your parents	how old are your parents	parents	siblings	how old are your siblings	False	0.0450714741
-0.7927797437	1.3786655664	n	p	how far did you get in school	are you currently in school	school	education	are you currently in education	True	-0.0091562918
-0.7596217394	1.3163518906	n	n	how far did you get in school	do you go to school	school	course	do you go to course	False	-0.0760295479
-0.7563893199	1.7044091225	n	n	what is your religious preference	would you consider yourself to be a spiritual person	person	hope	would you consider yourself to be a spiritual hope	False	-0.0409750289
-0.7235918045	2.1968626976	n	n	when was the last time you had intercourse	when is the last time you had sex	last	next	when is the next time you had sex	False	-0.0053998173
-0.6971773505	1.7313001156	n	p	what is your religious preference	are you a spiritual person	person	self	are you a spiritual self	False	-0.0548291842
-0.6971773505	1.7313001156	n	n	what is your religious preference	are you a spiritual person	person	relative	are you a spiritual relative	False	-0.0360328242
-0.6971773505	1.7313001156	n	n	what is your religious preference	are you a spiritual person	person	dignity	are you a spiritual dignity	False	-0.0300745542
-0.6971773505	1.7313001156	n	n	what is your religious preference	are you a spiritual person	person	purpose	are you a spiritual purpose	False	-0.0147247303
-0.587877214	2.049259901	n	n	when was the last time you had intercourse	when was your last sexual partner	last	next	when was your next sexual partner	False	0.0169771459
-0.5827563405	1.4908131361	n	y	how far did you get in school	are you currently in school	school	training	are you currently in training	False	-0.0104382798
-0.5827563405	1.4908131361	n	y	how far did you get in school	are you currently in school	school	class	are you currently in class	False	-0.0016574257
-0.5664832592	1.3628957272	n	y	can you eat	can yo utell me about your eating habits	habits	ways	can yo utell me about your eating ways	False	0.0298668392
-0.5664832592	1.3628957272	n	n	can you eat	can yo utell me about your eating habits	habits	ways	can yo utell me about your eating ways	False	0.0298668392
-0.5661293268	1.4224308729	n	y	can you eat	can yo utell me about your eating habits	habits	quirks	can yo utell me about your eating quirks	False	0.1524262995
-0.5661293268	1.4224308729	n	p	can you eat	can yo utell me about your eating habits	habits	appetites	can yo utell me about your eating appetites	False	0.1527584368
-0.5661293268	1.4224308729	n	y	can you eat	can yo utell me about your eating habits	habits	idiosyncrasies	can yo utell me about your eating idiosyncrasies	False	0.2165403094
-0.5661293268	1.4224308729	n	p	can you eat	can yo utell me about your eating habits	habits	aversions	can yo utell me about your eating aversions	False	0.2287392563
-0.5547828078	2.3601620197	n	n	how frequent is the pain	so how often does your back hurt	hurt	gotten	so how often does your back gotten	False	-0.0267123586
-0.552206099	0.9385925531	n	y	what is your religious preference	do you go to church	go	come	do you come to church	False	-0.0287452547
-0.5518882871	0.9280594587	y	y	do an exam now	can i inspect your back	inspect	see	can i see your back	False	-0.1611946739
-0.5272573829	1.2994115353	n	y	can you eat	can yo utell me about your eating habits	habits	characteristics	can yo utell me about your eating characteristics	False	0.0944196019
-0.5269251466	2.1004378796	y	n	when was the last time you had intercourse	when was your last sexual encounter	last	previous	when was your previous sexual encounter	False	-0.0264378701
-0.5269251466	2.1004378796	n	n	when was the last time you had intercourse	when was your last sexual partner	last	previous	when was your previous sexual partner	False	-0.0151501328
-0.5021421313	1.1809886694	n	n	what pills did you take	what other medications have you taken	taken	learned	what other medications have you learned	False	0.0225055208
-0.4917724729	1.7946974039	n	n	does the frequent urination keep you up at night	is this pain keeping you up at night	night	time	is this pain keeping you up at time	False	-0.0571087709
-0.4789290726	2.8993895054	n	n	what kind of medicine is that	is that prescription or over the counter	prescription	direction	is that direction or over the counter	False	0.0199345362
-0.4671604633	0.7654772997	n	n	how far did you get in school	do you go to school	go	back	do you back to school	False	-0.0056354844
-0.4509918094	1.4888705015	n	n	how long have you had the pain	can you tell me how long this has happened	happened	come	can you tell me how long this has come	False	-0.0723176296
-0.4364373684	1.9807380438	n	n	when was the last time you had intercourse	when was the last time you had sex	last	old	when was the old time you had sex	False	0.0192476413
-0.4281548858	1.0708392859	n	n	what are your allergy reactions	what are your allergic reactions	reactions	questions	what are your allergic questions	False	0.179564022
-0.3993523717	1.49144876	n	n	does the frequent urination keep you up at night	does the pain keep you up at night	keep	bring	does the pain bring you up at night	False	0.0019127304
-0.3852299154	1.7330802679	n	p	what is your religious preference	would you consider yourself to be a spiritual person	person	life	would you consider yourself to be a spiritual life	True	-0.0290311049
-0.357801497	1.2325171232	n	n	how far did you get in school	what is your educational background	background	community	what is your educational community	False	-0.0627102869
-0.357801497	1.2325171232	n	n	how far did you get in school	what is your educational background	background	communication	what is your educational communication	False	-0.0517242967
-0.357801497	1.2325171232	n	n	how far did you get in school	what is your educational background	background	environment	what is your educational environment	False	-0.0193297155
-0.357801497	1.2325171232	n	n	how far did you get in school	what is your educational background	background	workplace	what is your educational workplace	False	-0.011257784
-0.3506003618	1.0400818586	y	y	what pills did you take	what medicine did you take	medicine	substance	what substance did you take	False	0.033295845
-0.3327111304	2.2999017239	n	n	what kind of medicine is that	is your ibuprofen over the counter	counter	count	is your ibuprofen over the count	False	0.0431367371
-0.3327111304	2.2999017239	n	n	what kind of medicine is that	is your ibuprofen over the counter	counter	checkout	is your ibuprofen over the checkout	False	0.0442861549
-0.3181429207	1.5225845575	n	n	when was your last bowel movement	how often do you have bowel movements	bowel	bladder	how often do you have bladder movements	False	0.0808291027
-0.3181429207	1.5225845575	n	n	when was your last bowel movement	how often do you have bowel movements	bowel	bladder	how often do you have bladder movements	False	0.0808291027
-0.3138353825	0.7046793699	y	p	what pills did you take	what medicine did you take	medicine	drug	what drug did you take	False	-0.0172578746
-0.3138173223	1.0248779058	n	p	how far did you get in school	can you tell me about your education	tell	present	can you present me about your education	False	-0.0914928072
-0.2855505347	0.8285549879	n	n	what pills did you take	what other medications have you taken	taken	removed	what other medications have you removed	False	0.0282367177
-0.2777976096	0.9737467766	n	n	what are your allergy reactions	what are your allergic reactions	reactions	activities	what are your allergic activities	False	0.2313166689
-0.271063596	2.2021985054	n	n	how frequent is the pain	so how often does your back hurt	back	away	so how often does your away hurt	False	0.0015130735
-0.2001969218	1.5352004766	n	n	what is your religious preference	are you a spiritual person	person	presence	are you a spiritual presence	False	-0.0135663746
-0.1989139915	1.5008565187	n	n	how frequent is the pain	how often does your back hurt	hurt	gotten	how often does your back gotten	False	-0.0267123586
-0.1638234854	1.1772692204	y	n	what is your religious preference	would you consider yourself to be a spiritual person	person	sort	would you consider yourself to be a spiritual sort	False	-0.0339621099
-0.1268486381	1.2673693895	n	y	have you had back injury before	any history of back injury	injury	suffering	any history of back suffering	False	0.0104615807
-0.1014773324	2.1403124332	n	n	how is your mood	how has your mood been lately	lately	newly	how has your mood been newly	False	0.1630139529
-0.1014773324	2.1403124332	n	n	how is your mood	how has your mood been lately	lately	freshly	how has your mood been freshly	False	0.2018956844
-0.1014773324	2.1403124332	n	n	how is your mood	how has your mood been lately	lately	obe	how has your mood been obe	False	0.4052081505
-0.1014773324	2.1403124332	n	n	how is your mood	how has your mood been lately	lately	ltly	how has your mood been ltly	False	0.5996499349
-0.0950239375	1.7275708914	n	n	any heart problems in your family	is there a history of heart problems in your family	problems	others	is there a history of heart others in your family	False	-0.0041062088
-0.067407988	0.100588806	n	n	do an exam now	can i inspect your back	inspect	search	can i search your back	False	-0.1029356831
-0.0551690385	1.3024442196	n	n	how far did you get in school	can you tell me about your education	tell	know	can you know me about your education	False	-0.0158880187
-0.0515172556	0.7517532706	n	n	what pills did you take	what other medications have you taken	taken	started	what other medications have you started	False	0.079533111
-0.0514933988	1.7690393925	n	y	what kind of medicine is that	is that prescription or over the counter	prescription	medication	is that medication or over the counter	True	0.0098743065
-0.0509991124	1.1721357107	n	n	how frequent is the pain	how often does it hurt	hurt	counter	how often does it counter	False	0.0016480329
-0.0429281294	1.1446722746	n	n	how is your mood	how has your mood been	mood	ambiance	how has your ambiance been	False	-1.11022302462516E-16
-0.0429281294	1.1446722746	n	n	how is your mood	how has your mood been	mood	sulk	how has your sulk been	False	-1.11022302462516E-16
